ine5,codi6,municipi,comarca,vegueria,poblacio,hab_total,hab_principal,hab_noprincipal,pct_noprincipal,hab_per_hab,index_envelliment,densitat_hab_km2,renda_neta_persona,poblacio_nascuda_catalunya,poblacio_nascuda_resta_espanya,poblacio_nascuda_estranger,pct_nascuda_estranger,pct_nacionalitat_estrangera,bretxa_naturalitzacio,delta_pct_estrangera_finestra,confianca_origen,rtc_total,rtc_hut,rtc_per_1000hab,rtc_per_100hab_viv,kg_hab_any,kwh_hab,vidre_hab,residu_base_ratio,kwh_base_ratio,vidre_base_ratio,restauracio_estab,restauracio_per_1000hab,serveis_estab,serveis_per_1000hab,poblacio_pernocta_est,gap_pernocta,gap_pernocta_pct,carrega_total_est,carrega_funcional_est,index_turisme,confianca,poblacio_real_est,gap_abs,gap_pct,poblacio_real_rel,pct_icaen_EFG,IETR,IETR_rank,IETR_stock,IETR_impact,tipologia,confianca_score,divergencia_senyals,pct_indep,pct_esquerra,pct_extrema_dreta,guanya
17001,170010,Agullana,Alt Empordà,Comarques Gironines,881,589,350,239,40.58,0.669,167.6,31.8,20117,619,92,170,19.3,14.3,5,-3.14,alta,16,14,18.16,2.72,654.43,1629.3,35.3,1.6,0.83,1.33,4,4.54,7,7.95,728,-153,-17.4,1406,1406,50.4,alta,1406,525,59.6,1276,,27.39,429,38.98,15.8,indeterminat,79.7,29,,,,
17002,170025,Aiguaviva,Gironès,Comarques Gironines,805,298,243,55,18.46,0.37,119.1,57.9,19819,677,60,68,8.45,6.09,2.36,2.92,alta,4,4,4.97,1.34,395.58,1834.2,42.5,0.96,1.05,1.6,5,6.21,9,11.18,846,41,5.1,777,846,59.1,mitjana,777,-28,-3.5,705,,6.18,788,6.2,6.16,indeterminat,74.2,45,,,,
17003,170031,Albanyà,Alt Empordà,Comarques Gironines,158,142,65,77,54.23,0.899,119.4,1.7,11527,119,12,27,17.09,14.56,2.53,4.27,mitjana,15,7,94.94,10.56,797.49,986.5,71.9,1.95,0.6,2.71,3,18.99,4,25.32,94,-64,-40.5,307,307,94.4,alta,307,149,94.3,279,,66.59,99,61.93,71.26,excursio,38,84,,,,
17004,170046,Albons,Baix Empordà,Comarques Gironines,852,551,301,250,45.37,0.647,181.7,76.5,16634,664,52,136,15.96,14.32,1.64,-0.92,alta,74,67,86.85,13.43,540.28,2132.4,31.9,1.32,1.23,1.2,1,1.17,3,3.52,1048,196,23,1123,1123,46.4,alta,1123,271,31.8,1018,,60.4,143,42.11,78.7,dormitori_invisible,85.1,14,,,,
17005,170059,"Far d'Empordà, el",Alt Empordà,Comarques Gironines,624,224,190,34,15.18,0.359,138.6,69.3,15631,512,61,51,8.17,5.29,2.88,-0.65,alta,1,1,1.6,0.45,485.21,1452.1,19.1,1.18,0.86,0.72,0,0,3,4.81,539,-85,-13.6,738,738,31,baixa,738,114,18.3,670,,2.55,867,3.34,1.76,indeterminat,75.4,42,,,,
17006,170062,Alp,Cerdanya,Alt Pirineu i Aran,1724,3418,711,2707,79.2,1.983,154.1,38.9,19753,1276,151,297,17.23,13.05,4.18,1.62,alta,317,301,183.87,9.27,953.7,3723.5,54.2,2.33,1.92,2.05,23,13.34,14,8.12,3304,1580,91.6,4010,4010,73.1,alta,4010,2286,132.6,3638,,91.51,27,100,83.01,segona_residencia,76.7,15,,,,
17007,170078,Amer,Selva,Comarques Gironines,2419,1385,912,473,34.15,0.573,175.8,60.4,16539,1894,184,341,14.1,12.53,1.57,1.19,alta,27,21,11.16,1.95,392.51,1656.9,27.1,0.96,0.95,1.02,10,4.13,12,4.96,2306,-113,-4.7,2316,2419,40.6,mitjana,2316,-103,-4.3,2101,,19.66,537,28.77,10.55,capital_serveis,83.7,18,,,,
17008,170084,Anglès,Selva,Comarques Gironines,5904,2737,2101,636,23.24,0.464,131.5,362,14262,3983,339,1582,26.8,22.22,4.58,-1.18,alta,12,7,2.03,0.44,289.78,1205,19.9,0.71,0.8,0.75,16,2.71,41,6.94,4705,-1199,-20.3,4173,5904,31.9,mitjana,4173,-1731,-29.3,3785,,7.95,752,14.02,1.88,capital_serveis,84.7,15,,,,
17009,170097,Arbúcies,Selva,Comarques Gironines,6635,3332,2389,943,28.3,0.502,135.2,77,14391,4579,407,1649,24.85,23.12,1.73,-1.16,alta,72,44,10.85,2.16,549.27,1375.8,26.1,1.34,0.86,0.98,11,1.66,16,2.41,5684,-951,-14.3,8889,8889,39.4,baixa,8889,2254,34,8063,,15.73,595,20.26,11.19,capital_serveis,80.7,26,,,,
17010,170101,Argelaguer,Garrotxa,Comarques Gironines,467,251,171,80,31.87,0.537,192.9,37.2,16501,374,36,57,12.21,7.49,4.72,2.68,alta,11,9,23.55,4.38,433.18,1207.6,38.8,1.06,0.81,1.46,3,6.42,2,4.28,376,-91,-19.5,493,493,54.6,mitjana,493,26,5.6,448,,24.37,477,25.05,23.68,indeterminat,86.1,11,,,,
17011,170118,"Armentera, l'",Alt Empordà,Comarques Gironines,1076,728,395,333,45.74,0.677,137.1,192.1,17059,828,48,200,18.59,17.29,1.3,0.49,alta,31,26,28.81,4.26,713.47,2025,37.3,1.74,1.19,1.41,4,3.72,11,10.22,1277,201,18.7,1872,1872,52.8,alta,1872,796,74,1698,,34.5,345,43.87,25.12,indeterminat,82.5,21,,,,
17012,170123,Avinyonet de Puigventós,Alt Empordà,Comarques Gironines,1669,625,535,90,14.4,0.374,92.4,135.7,16178,1340,188,141,8.45,5.09,3.36,-0.14,alta,11,7,6.59,1.76,434.64,1744.9,23.9,1.06,1.04,0.9,1,0.6,5,3,1741,72,4.3,1769,1769,36.7,mitjana,1769,100,6,1605,,5.45,801,2.66,8.24,indeterminat,72.8,49,,,,
17013,170139,Begur,Baix Empordà,Comarques Gironines,4286,5620,1650,3970,70.64,1.311,240.8,207.5,18556,2665,559,1062,24.78,20.93,3.85,3.69,alta,1803,1770,420.67,32.08,1155.92,4843.4,111.2,2.82,2.72,4.2,62,14.47,16,3.73,11662,7376,172.1,12084,12084,100,alta,12084,7798,181.9,10961,,97.11,14,94.23,100,segona_residencia,53.5,76,,,,
17014,170144,"Vajol, la",Alt Empordà,Comarques Gironines,110,85,35,50,58.82,0.773,330,23.4,,67,11,32,29.09,21.82,7.27,-4.02,mitjana,5,4,45.45,5.88,377.58,1619.6,54.5,0.92,,2.06,2,18.18,2,18.18,,,,101,110,73.5,mitjana,101,-9,-8.2,92,,48.38,231,59.9,36.86,pendent,,,,,,
17015,170157,Banyoles,Pla de l'Estany,Comarques Gironines,20887,9064,7325,1739,19.19,0.434,121.1,1890.2,16164,14737,1272,4878,23.35,19.14,4.21,-0.55,alta,115,103,5.51,1.27,483.15,1175.5,24.8,1.18,0.94,0.94,65,3.11,78,3.73,19579,-1308,-6.3,24614,24614,37.8,alta,24614,3727,17.8,22326,,7.57,758,9.05,6.1,segona_residencia,82,23,,,,
17016,170160,Bàscara,Alt Empordà,Comarques Gironines,1048,549,382,167,30.42,0.524,165.2,59.9,15217,820,64,164,15.65,14.22,1.43,2.5,alta,26,21,24.81,4.74,499.49,1961.8,37.1,1.22,1.18,1.4,8,7.63,14,13.36,1236,188,17.9,1277,1277,52.6,alta,1277,229,21.9,1158,,24.29,478,23.16,25.42,indeterminat,80.6,27,,,,
17018,170182,Bellcaire d'Empordà,Baix Empordà,Comarques Gironines,722,511,280,231,45.21,0.708,185.7,57.1,15718,528,65,129,17.87,15.24,2.63,4.35,alta,45,44,62.33,8.81,681.36,1818,58.1,1.66,1.25,2.19,2,2.77,4,5.54,899,177,24.5,1200,1200,77.8,alta,1200,478,66.2,1088,,49.14,225,44.9,53.38,segona_residencia,81.1,25,,,,
17019,170195,Besalú,Garrotxa,Comarques Gironines,2591,1221,971,250,20.48,0.471,168.4,525.6,15948,1922,210,459,17.72,14.47,3.25,2.15,alta,61,50,23.54,5,621.42,1255.6,33.7,1.52,0.98,1.27,30,11.58,19,7.33,2528,-63,-2.4,3927,3927,48.5,baixa,3927,1336,51.6,3562,,18.93,547,11.95,25.91,capital_serveis,70.7,55,,,,
17020,170209,Bescanó,Gironès,Comarques Gironines,5087,2150,1769,381,17.72,0.423,116,141.6,16814,4297,362,428,8.41,5.7,2.71,0.91,alta,15,15,2.95,0.7,340.69,1456.6,23.7,0.83,0.99,0.89,16,3.15,23,4.52,5013,-74,-1.5,4227,5087,36.5,mitjana,4227,-860,-16.9,3834,,5.19,807,7.24,3.14,capital_serveis,79.8,29,,,,
17021,170216,Beuda,Garrotxa,Comarques Gironines,202,122,69,53,43.44,0.604,94.6,5.6,13217,155,9,38,18.81,15.35,3.46,-1.49,alta,19,11,94.06,15.57,525.62,1506.5,58,1.28,0.89,2.19,4,19.8,1,4.95,181,-21,-10.4,259,259,77.7,alta,259,57,28.2,235,,60.84,139,38.37,83.31,excursio,66.1,21,,,,
17022,170221,"Bisbal d'Empordà, la",Baix Empordà,Comarques Gironines,11731,5102,4180,922,18.07,0.435,114.5,568.9,13327,7530,1059,3142,26.78,21.87,4.91,2.39,alta,56,49,4.77,1.1,529.72,1125.3,21.8,1.29,0.96,0.82,18,1.53,39,3.32,11225,-506,-4.3,15156,15156,34.2,baixa,15156,3425,29.2,13748,,6.67,774,8.12,5.22,capital_serveis,74.7,44,,,,
17023,170237,Blanes,Selva,Comarques Gironines,42446,25589,16290,9299,36.34,0.603,168.2,2403.5,14075,24865,6619,10962,25.83,19.67,6.16,3.04,alta,1336,1290,31.48,5.22,576.54,1316.2,27.2,1.41,1.14,1.03,112,2.64,96,2.26,48370,5924,14,59687,59687,40.7,mitjana,59687,17241,40.6,54141,,30.82,382,32.12,29.52,capital_serveis,86.8,9,,,,
17024,170242,Bolvir,Cerdanya,Alt Pirineu i Aran,493,887,197,690,77.79,1.799,153.6,47.7,26282,381,29,83,16.84,9.94,6.9,1.37,alta,36,30,73.02,4.06,936.07,9248.5,54.8,2.28,4.02,2.07,3,6.09,5,10.14,1984,1491,302.4,1126,1984,73.8,alta,1126,633,128.4,1021,,70.06,83,100,40.12,segona_residencia,45,100,,,,
17025,170255,Bordils,Gironès,Comarques Gironines,1824,742,630,112,15.09,0.407,136.3,249.2,17139,1388,121,315,17.27,16.34,0.93,-1.04,alta,13,6,7.13,1.75,363.09,1634.4,24.7,0.89,1.11,0.93,4,2.19,9,4.93,2029,205,11.2,1615,2029,37.7,mitjana,1615,-209,-11.5,1465,,6.29,786,4.17,8.4,indeterminat,75.1,43,,,,
17026,170268,Borrassà,Alt Empordà,Comarques Gironines,802,331,263,68,20.54,0.413,108.5,84.9,18324,660,57,85,10.6,7.11,3.49,1.78,alta,17,16,21.2,5.14,438.21,1692.9,25.8,1.07,0.93,0.97,2,2.49,6,7.48,745,-57,-7.1,857,857,39,mitjana,857,55,6.9,778,,17.4,568,9.22,25.58,indeterminat,78,34,,,,
17027,170274,Breda,Selva,Comarques Gironines,3964,1827,1491,336,18.39,0.461,185,789.6,15398,3053,398,513,12.94,10.37,2.57,0.1,alta,18,13,4.54,0.99,404.7,1258.5,28.7,0.99,0.97,1.08,14,3.53,16,4.04,3843,-121,-3.1,3913,3964,42.5,mitjana,3913,-51,-1.3,3549,,7.19,767,9.64,4.75,capital_serveis,82.6,21,,,,
17028,170280,Brunyola,Selva,Comarques Gironines,399,224,142,82,36.61,0.561,187,10.8,18905,329,20,50,12.53,10.28,2.25,1.31,alta,14,10,35.09,6.25,581.77,1985.9,48.9,1.42,1.01,1.85,6,15.04,3,7.52,403,4,1,566,566,66.8,alta,566,167,41.9,514,,32.42,368,30.34,34.5,excursio,84,15,,,,
17029,170293,Boadella i les Escaules,Alt Empordà,Comarques Gironines,264,213,104,109,51.17,0.807,213.3,24.5,16250,208,17,39,14.77,11.36,3.41,3.95,alta,15,11,56.82,7.04,444.83,1655.9,62.4,1.08,0.93,2.35,5,18.94,4,15.15,247,-17,-6.4,286,286,83,baixa,286,22,8.3,260,,49.96,212,54.84,45.07,excursio,66.2,38,,,,
17030,170307,Cabanes,Alt Empordà,Comarques Gironines,998,447,351,96,21.48,0.448,172,66.4,14520,671,81,246,24.65,22.95,1.7,4.98,alta,6,6,6.01,1.34,332.05,1214.6,17.2,0.81,0.75,0.65,1,1,4,4.01,747,-251,-25.2,808,998,28.7,mitjana,808,-190,-19,733,,9.12,718,11.72,6.53,indeterminat,86.4,10,,,,
17031,170314,Cabanelles,Alt Empordà,Comarques Gironines,286,172,98,74,43.02,0.601,137,5.1,12910,210,15,61,21.33,19.23,2.1,-2.82,alta,19,13,66.43,11.05,605.93,2246.3,50.1,1.48,1.34,1.89,2,6.99,2,6.99,384,98,34.3,423,423,68.2,alta,423,137,47.9,383,,50.37,210,37.86,62.89,segona_residencia,76.5,14,,,,
17032,170329,Cadaqués,Alt Empordà,Comarques Gironines,2906,3598,1155,2443,67.9,1.238,199.7,110,15597,1575,290,1041,35.82,23.33,12.49,-0.4,alta,1050,998,361.32,29.18,1164.6,3523.5,79.3,2.84,2.13,2.99,70,24.09,17,5.85,6194,3288,113.1,8254,8254,100,alta,8254,5348,184,7487,,95.05,16,90.11,100,segona_residencia,81.7,24,,,,
17033,170335,Caldes de Malavella,Selva,Comarques Gironines,8644,4175,2877,1298,31.09,0.483,120.7,150.8,16552,6254,1102,1288,14.9,10.84,4.06,1.56,alta,239,223,27.65,5.72,595.58,1728.1,31.3,1.45,1.16,1.18,12,1.39,20,2.31,10039,1395,16.1,12557,12557,45.6,alta,12557,3913,45.3,11390,,25.87,455,21.79,29.95,capital_serveis,79.9,29,,,,
17034,170340,Calonge,Baix Empordà,Comarques Gironines,12268,14112,4770,9342,66.2,1.15,176.6,365.4,15642,7387,1368,3513,28.64,22.56,6.08,1.31,alta,2462,2419,200.68,17.45,920.18,2803.7,60.5,2.24,1.96,2.28,57,4.65,38,3.1,24019,11751,95.8,27534,27534,80.7,alta,27534,15266,124.4,24975,,92.2,25,84.4,100,segona_residencia,81.9,23,,,,
17035,170353,Camós,Pla de l'Estany,Comarques Gironines,700,329,240,89,27.05,0.47,222.9,44.7,18434,619,36,45,6.43,4.43,2,-0.49,alta,14,4,20,4.26,321.99,1665.3,28.7,0.79,0.96,1.08,0,0,2,2.86,675,-25,-3.6,550,700,42.5,mitjana,550,-150,-21.4,499,,19.81,536,17.63,21.99,indeterminat,79.2,31,,,,
17036,170366,Campdevànol,Ripollès,Comarques Gironines,3240,1632,1311,321,19.67,0.504,254.3,99.3,16908,2590,359,291,8.98,6.33,2.65,2.02,alta,30,16,9.26,1.84,537.3,1104.5,28.2,1.31,0.78,1.06,6,1.85,15,4.63,2522,-718,-22.2,4246,4246,41.9,baixa,4246,1006,31,3851,,11.15,671,12.82,9.48,capital_serveis,75.3,42,,,,
17037,170372,Campelles,Ripollès,Comarques Gironines,163,182,71,111,60.99,1.117,384.6,8.7,21405,136,8,19,11.66,12.88,-1.22,1.47,mitjana,22,10,134.97,12.09,727.23,2550.9,70.9,1.77,1.2,2.68,2,12.27,1,6.13,196,33,20.2,289,289,93.2,alta,289,126,77.3,262,,84.63,49,78.27,90.99,segona_residencia,65.3,8,,,,
17038,170388,Campllong,Gironès,Comarques Gironines,534,196,167,29,14.8,0.367,82.2,62.2,19581,476,18,40,7.49,3.93,3.56,-0.39,mitjana,9,6,16.85,4.59,478.52,2130.8,44.5,1.17,1.21,1.68,4,7.49,1,1.87,645,111,20.8,623,645,61.5,alta,623,89,16.7,565,,12.53,648,3.01,22.06,indeterminat,66.8,66,,,,
17039,170391,Camprodon,Ripollès,Comarques Gironines,2560,2713,1034,1679,61.89,1.06,238.9,24.8,17792,1779,176,605,23.63,17.54,6.09,4.59,alta,202,166,78.91,7.45,747.32,1849.8,52,1.82,1,1.96,21,8.2,20,7.81,2547,-13,-0.5,4666,4666,70.5,alta,4666,2106,82.3,4233,,65.36,108,76.33,54.39,excursio,75.2,42,,,,
17040,170405,Canet d'Adri,Gironès,Comarques Gironines,742,371,264,107,28.84,0.5,141.4,16.7,20094,628,43,71,9.57,5.93,3.64,0.17,alta,13,7,17.52,3.5,420.93,1767.8,28.3,1.03,0.88,1.07,4,5.39,2,2.7,653,-89,-12,762,762,42,mitjana,762,20,2.7,691,,19.51,539,20.64,18.38,indeterminat,82.6,21,,,,
17041,170412,Cantallops,Alt Empordà,Comarques Gironines,367,230,123,107,46.52,0.627,178.7,18.7,16178,248,23,96,26.16,20.44,5.72,4.16,alta,19,16,51.77,8.26,627.18,1512.6,103.6,1.53,0.85,3.91,1,2.72,2,5.45,311,-56,-15.3,561,561,100,alta,561,194,52.9,509,,44.91,259,42.16,47.65,excursio,76.9,30,,,,
17042,170427,Capmany,Alt Empordà,Comarques Gironines,677,377,237,140,37.14,0.557,245.8,25.6,15545,446,56,175,25.85,21.57,4.28,3.65,alta,32,19,47.27,8.49,598.32,1426.1,78.1,1.46,0.82,2.95,0,0,5,7.39,558,-119,-17.6,988,988,100,alta,988,311,45.9,896,,38.75,311,30.61,46.88,excursio,79.9,29,,,,
17043,170433,Queralbs,Ripollès,Comarques Gironines,202,378,98,280,74.07,1.871,293.8,2.2,19887,180,13,9,4.46,1.98,2.48,-1.72,mitjana,39,23,193.07,10.32,1405.85,3431.5,110.8,3.43,1.63,4.18,7,34.65,4,19.8,329,127,62.9,693,693,100,alta,693,491,243.1,628,,93.39,22,100,86.78,segona_residencia,33.8,85,,,,
17044,170448,Cassà de la Selva,Gironès,Comarques Gironines,11167,4709,3802,907,19.26,0.422,110.2,247,15395,7924,837,2406,21.55,17.75,3.8,1.35,alta,28,19,2.51,0.59,497.99,1310.4,18.3,1.21,0.96,0.69,8,0.72,28,2.51,10720,-447,-4,13564,13564,30,baixa,13564,2397,21.5,12303,,5.56,798,8.53,2.59,capital_serveis,77.5,36,,,,
17046,170464,Castellfollit de la Roca,Garrotxa,Comarques Gironines,960,520,387,133,25.58,0.542,259.6,1315.1,15597,752,60,148,15.42,11.15,4.27,1.26,alta,14,11,14.58,2.69,405.08,1111.1,25.5,0.99,0.93,0.96,2,2.08,5,5.21,888,-72,-7.5,948,960,38.7,mitjana,948,-12,-1.3,860,,17.11,571,19.8,14.42,indeterminat,86.7,9,,,,
17047,170470,Castelló d'Empúries,Alt Empordà,Comarques Gironines,12275,16363,4660,11703,71.52,1.333,133.6,290.2,12832,5159,1040,6076,49.5,45.47,4.03,1.76,alta,3696,3667,301.1,22.59,1651.4,3116.5,58.5,4.03,2.25,2.21,83,6.76,48,3.91,27641,15366,125.2,49441,49441,78.3,alta,49441,37166,302.8,44847,,97.64,13,95.28,100,segona_residencia,71.7,39,,,,
17048,170486,Castell-Platja d'Aro,Baix Empordà,Comarques Gironines,12889,15712,4905,10807,68.78,1.219,147.9,592.9,15340,5867,1477,5545,43.02,35.19,7.83,5.31,alta,2965,2912,230.04,18.87,1273.08,3135.8,85.5,3.11,2.26,3.23,99,7.68,45,3.49,29140,16251,126.1,40021,40021,100,alta,40021,27132,210.5,36302,,94.91,17,89.82,100,segona_residencia,87.7,7,,,,
17049,170499,Celrà,Gironès,Comarques Gironines,5613,2161,1846,315,14.58,0.385,74,287.4,15808,3996,457,1160,20.67,20.04,0.63,-1.55,alta,20,15,3.56,0.93,382.35,1167.4,21.6,0.93,0.87,0.82,5,0.89,12,2.14,4897,-716,-12.8,5234,5613,34,mitjana,5234,-379,-6.8,4748,,3.5,843,2.82,4.18,capital_serveis,81.3,25,,,,
17050,170502,Cervià de Ter,Gironès,Comarques Gironines,1030,440,329,111,25.23,0.427,140.7,104,17376,814,80,136,13.2,10.1,3.1,-1.01,alta,2,2,1.94,0.45,374.63,1710.4,23,0.91,0.97,0.87,2,1.94,10,9.71,1002,-28,-2.7,941,1030,35.7,mitjana,941,-89,-8.6,854,,7.93,753,13.98,1.88,indeterminat,81,26,,,,
17051,170519,Cistella,Alt Empordà,Comarques Gironines,285,187,114,73,39.04,0.656,270.4,11.2,17125,240,15,30,10.53,9.12,1.41,-0.39,alta,27,15,94.74,14.44,493.72,2002.7,38.7,1.2,1.07,1.46,2,7.02,5,17.54,306,21,7.4,343,343,54.5,alta,343,58,20.4,311,,60.28,146,37.02,83.55,indeterminat,75.7,16,,,,
17052,170524,Siurana,Alt Empordà,Comarques Gironines,188,89,62,27,30.34,0.473,166.7,17.9,19145,146,11,31,16.49,13.3,3.19,1.5,alta,12,7,63.83,13.48,709.21,2425.8,103.6,1.73,1.24,3.91,0,0,1,5.32,233,45,23.9,325,325,100,alta,325,137,72.9,295,,45.67,253,20.65,70.69,segona_residencia,54,51,,,,
17054,170545,Colera,Alt Empordà,Comarques Gironines,489,988,230,758,76.72,2.02,532.3,20.1,18926,317,54,118,24.13,16.97,7.16,0.7,alta,134,130,274.03,13.56,1034.78,3394.5,98.3,2.52,1.76,3.71,11,22.49,8,16.36,859,370,75.7,1234,1234,100,alta,1234,745,152.4,1119,,99.21,11,100,98.42,segona_residencia,79,31,,,,
17055,170558,Colomers,Baix Empordà,Comarques Gironines,206,152,84,68,44.74,0.738,282.6,47.4,19555,159,11,36,17.48,15.05,2.43,6.06,alta,8,7,38.83,5.26,850.41,2247.6,37.2,2.07,1.17,1.4,3,14.56,3,14.56,241,35,17,427,427,52.7,alta,427,221,107.3,388,,39.1,308,45.92,32.28,indeterminat,57.6,46,,,,
17056,170561,Cornellà del Terri,Pla de l'Estany,Comarques Gironines,2413,1047,825,222,21.2,0.434,156.5,87.1,16734,1963,142,308,12.76,9.95,2.81,1.02,alta,40,25,16.58,3.82,474.3,1486.9,34.5,1.16,0.97,1.3,8,3.32,10,4.14,2340,-73,-3,2791,2791,49.5,baixa,2791,378,15.7,2532,,15,609,10.8,19.19,indeterminat,80.3,28,,,,
17057,170577,Corçà,Baix Empordà,Comarques Gironines,1285,709,469,240,33.85,0.552,171.5,78.9,17254,1074,101,110,8.56,6.77,1.79,0.12,alta,52,45,40.47,7.33,626.31,1811.8,30,1.53,1.17,1.13,7,5.45,7,5.45,1503,218,17,1963,1963,44.1,alta,1963,678,52.8,1781,,33.9,355,27.5,40.29,dormitori_invisible,79.9,29,,,,
17058,170583,Crespià,Pla de l'Estany,Comarques Gironines,253,149,98,51,34.23,0.589,183.3,22.2,14843,192,18,43,17,13.04,3.96,-2.95,alta,16,7,63.24,10.74,598.21,1763.4,31.2,1.46,1.04,1.18,1,3.95,1,3.95,262,9,3.6,369,369,45.5,alta,369,116,45.8,335,,45.12,256,29.61,60.64,indeterminat,70.6,23,,,,
17060,170600,Darnius,Alt Empordà,Comarques Gironines,561,445,227,218,48.99,0.793,236.5,16.1,14461,373,65,123,21.93,16.4,5.53,3.5,alta,18,15,32.09,4.04,446.78,1722.2,43.1,1.09,1.01,1.63,5,8.91,8,14.26,569,8,1.4,611,611,59.8,baixa,611,50,8.9,555,,38.88,309,52.27,25.5,indeterminat,78.3,34,,,,
17061,170617,Das,Cerdanya,Alt Pirineu i Aran,261,427,88,339,79.39,1.636,216,17.9,25873,213,19,29,11.11,8.81,2.3,2.71,mitjana,21,17,80.46,4.92,787.69,4283.2,48.6,1.92,1.84,1.83,2,7.66,1,3.83,481,220,84.3,501,501,66.4,alta,501,240,92,455,,72.93,73,100,45.86,segona_residencia,44.7,70,,,,
17062,170622,"Escala, l'",Alt Empordà,Comarques Gironines,10641,15146,4369,10777,71.15,1.423,189.9,652.4,14956,6047,1169,3425,32.19,28.32,3.87,-1.45,alta,3214,3177,302.04,21.22,1357.56,3079.8,66.3,3.31,2.21,2.5,121,11.37,64,6.01,23560,12919,121.4,35234,35234,87.6,alta,35234,24593,231.1,31960,,99.8,9,99.59,100,segona_residencia,85.7,12,,,,
17063,170638,Espinelves,Osona,Comarques Centrals,262,197,102,95,48.22,0.752,111.9,15,17469,231,12,19,7.25,4.2,3.05,-2.08,mitjana,10,9,38.17,5.08,373.93,2072.1,44.8,0.91,1.11,1.69,4,15.27,3,11.45,290,28,10.7,239,290,61.8,baixa,239,-23,-8.8,217,,40.51,296,49.63,31.4,excursio,63.8,45,,,,
17064,170643,Espolla,Alt Empordà,Comarques Gironines,399,296,170,126,42.57,0.742,370.6,9.2,17522,300,34,65,16.29,12.03,4.26,2.13,alta,11,7,27.57,3.72,507.94,1463.5,63.6,1.24,0.77,2.4,5,12.53,4,10.03,308,-91,-22.8,494,494,84.4,alta,494,95,23.8,448,,33.48,359,44.22,22.74,excursio,82,21,,,,
17065,170656,Esponellà,Pla de l'Estany,Comarques Gironines,444,227,153,74,32.6,0.511,183.6,27.6,18397,373,18,53,11.94,11.04,0.9,2.24,alta,27,12,60.81,11.89,451.64,1845,43,1.1,0.98,1.62,1,2.25,2,4.5,434,-10,-2.3,489,489,59.7,mitjana,489,45,10.1,444,,44.18,268,24.45,63.91,indeterminat,84.1,17,,,,
17066,170669,Figueres,Alt Empordà,Comarques Gironines,49556,21062,17499,3563,16.92,0.425,101.9,2567.7,12566,25872,5305,18379,37.09,29.27,7.82,2,alta,341,315,6.88,1.62,480.52,1077.9,15.1,1.17,1.01,0.57,160,3.23,167,3.37,50251,695,1.4,58080,58080,26.2,alta,58080,8524,17.2,52683,,7.24,765,6.63,7.84,segona_residencia,76.3,39,,,,
17067,170675,Flaçà,Gironès,Comarques Gironines,1174,532,428,104,19.55,0.453,128.2,179.8,15451,794,78,302,25.72,23.85,1.87,-2.48,alta,3,3,2.56,0.56,366.66,1231,25.9,0.89,0.9,0.98,1,0.85,6,5.11,1061,-113,-9.6,1050,1174,39.1,mitjana,1050,-124,-10.6,952,,6.38,783,10.27,2.5,indeterminat,84.8,15,,,,
17068,170681,Foixà,Baix Empordà,Comarques Gironines,298,246,116,130,52.85,0.826,428.6,15.9,22735,260,12,26,8.72,7.38,1.34,1.66,mitjana,26,25,87.25,10.57,952.89,3655.1,91.2,2.32,1.69,3.44,1,3.36,2,6.71,505,207,69.5,693,693,100,alta,693,395,132.6,628,,62.89,129,57.22,68.56,segona_residencia,54.5,60,,,,
17069,170694,Fontanals de Cerdanya,Cerdanya,Alt Pirineu i Aran,516,1216,227,989,81.33,2.357,218.2,18,24812,427,41,48,9.3,6.01,3.29,-0.62,alta,72,64,139.53,5.92,919.91,6983.4,56.5,2.24,3.08,2.13,3,5.81,1,1.94,1590,1074,208.1,1158,1590,75.9,alta,1158,642,124.4,1050,,85.22,46,100,70.45,segona_residencia,45,100,,,,
17070,170708,Fontanilles,Baix Empordà,Comarques Gironines,170,114,55,59,51.75,0.671,293.3,18.3,19338,119,4,47,27.65,18.24,9.41,3.77,alta,24,10,141.18,21.05,1496.01,4213.8,77.7,3.65,2.15,2.93,0,0,2,11.76,365,195,114.7,620,620,100,alta,620,450,264.7,563,,74.42,68,48.83,100,segona_residencia,24.3,100,,,,
17071,170715,Fontcoberta,Pla de l'Estany,Comarques Gironines,1482,565,484,81,14.34,0.381,142.7,85.8,18398,1318,93,71,4.79,2.9,1.89,-0.79,alta,22,13,14.84,3.89,358.24,1462.3,22.9,0.87,0.86,0.86,3,2.02,4,2.7,1278,-204,-13.8,1295,1482,35.5,mitjana,1295,-187,-12.6,1175,,10.72,683,2.61,18.83,indeterminat,77.3,36,,,,
17073,170736,Fornells de la Selva,Gironès,Comarques Gironines,2813,982,869,113,11.51,0.349,100.9,237.2,22186,2424,174,215,7.64,5.62,2.02,0.85,alta,19,12,6.75,1.93,303.25,1691.5,25.5,0.74,0.98,0.96,1,0.36,6,2.13,2750,-63,-2.2,2081,2813,38.7,mitjana,2081,-732,-26,1887,,4.52,819,0.14,8.91,indeterminat,71.6,53,,,,
